time,accX,accY,accZ,target,group
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.545,1.28,-0.56,0.82,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.562,2.17,0.04,1.43,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.578,2.39,-0.68,-0.15,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.595,1.34,-0.41,-1.23,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.612,-0.55,0.39,-2.11,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.628,-1.16,0.25,-0.78,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.645,-0.93,0.35,0.28,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.662,-0.09,0.64,2.03,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.678,0.6,0.67,2.39,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.695,0.85,0.92,1.94,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.711,1.16,1.33,0.28,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.728,0.53,1.76,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.745,0.61,1.66,-0.53,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.761,0.79,1.42,0.16,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.778,0.46,1.56,1.32,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.794,0.58,1.47,1.82,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.811,0.96,1.22,2.4,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.828,1.14,1.32,2.06,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.845,0.89,1.03,1.04,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.861,0.68,1.1,0.52,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.878,0.41,1.02,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.894,0.1,0.78,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.911,0.12,0.94,-0.22,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.928,0.97,0.63,0.24,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.944,1.24,0.41,0.77,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.961,0.81,0.26,1.14,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.978,-0.3,-0.04,1.08,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:02.995,-1.02,-0.45,-0.49,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.011,-0.79,-0.36,-0.98,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.028,-0.13,-0.55,-0.53,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.045,0.76,-0.66,0.46,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.061,0.79,-0.97,0.63,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.078,0.06,-0.79,-0.3,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.094,-0.29,-1.07,-1.48,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.111,-0.72,-0.9,-1.36,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.128,-1.55,-0.94,-0.58,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.145,-0.57,-1.21,-0.49,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.161,0.3,-1.14,-0.61,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.178,0.44,-1.52,-1.8,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.195,-1.19,-0.95,-2.42,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.211,-1.79,-1.03,-2.06,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.228,-1.2,-0.34,-1.29,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.244,0.01,0.07,-0.79,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.261,0.28,0.53,0.29,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.277,0.0,0.88,0.57,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.294,-1.16,1.06,-0.04,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.311,-1.79,0.94,-0.8,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.328,-1.73,1.02,-1.1,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.344,-0.06,0.89,-0.86,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.361,0.39,1.08,-0.08,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
2023-09-16 09:41:03.378,0.16,1.13,1.13,Walk,1
